EUR,GBP,AUD,NZD,USD,CAD,CHF,NOK,SEK,JPY
2003-10-27,-0.0502434528563182,0.000619414251548989,0.0040445612993389,-0.00366612320792746,0,-0.000228667253806289,-0.114735937777956,0.00273045779673747,-0.038181280922813,-0.00169679085689391
2003-10-28,0.000513896628983503,-0.00162036496879106,0.00323771664485008,-0.00274420163193061,0,0.000213455307898001,0.00642736352275002,-0.00145409666656402,-0.00818360142346345,0.00253912674489069
2003-10-29,0.00377488437277604,0.0111127513713342,0.00544526901073259,0,0,-0.00640927998425474,-0.0093910849890588,-0.00256081227934872,0.00444813857589714,-0.00689276121905028
2003-10-30,-0.0110809867775469,0.00202854113916611,0.00526167028722778,-0.00102865542100899,0,0.0246595073335793,-0.00592993120460108,0.00179499963077342,-0.0222300221995375,0.00641424172546044
2003-10-31,0.11698549674529,0.0471442086621703,-0.0623869074309937,-0.0176672822406812,0,-0.0184610471570266,0.0292038854009724,-0.0445010074251994,0.00831660392990342,-0.0278041203642484
2003-11-03,0.0151487645736595,0.00110625421650054,0.0153977863097345,-0.00510221423550762,0,-0.00450552264853294,0.0114117660221192,-0.00282666830558482,0.00720490009178125,-0.0621888653650978
2003-11-04,0.0412718322245601,0.010371839540977,0.0813153001526389,0.0405009693831842,0,-0.00162296234528122,0.0101188241185912,-0.00788029698907034,0.0116639263064153,0.00903296942167559
2003-11-05,-0.00501902343173503,0.0383044722522751,-0.0169395934088471,-0.00438919294582366,0,0.0123632693685688,-0.020479933116924,-0.0110087779201234,-0.00154476397950778,0.00141676571140781
2003-11-06,0.0382495472151034,-0.0211850869333768,0.0121930683876572,0.0238889699783859,0,0.0011206073721142,0.0643788101160335,-0.0306904668688466,0.014289378782577,-0.011251379849796
2003-11-07,-0.00750586667525935,-0.00210513729271314,0.0058881728689948,-0.0166922755085887,0,-0.0295262894518517,-0.0415370137678741,0.00677843025948405,-0.00732033008697505,-0.0758324175268388
2003-11-10,0.00453774961208838,-0.00654442040338565,0.00568237458982489,0.00953451742133635,0,0.00620450510832309,0.0295249468174823,0.00164535363930902,-0.0036421427042588,0.0398451934733698
2003-11-11,-1.38060600817077e-18,0.00747352556361069,-0.00254048098717055,0.0030666030137964,0,-0.00324359182497096,-0.0299072619212402,0.0953327281020785,0.0625999711478812,-0.00369655181790719
2003-11-12,-0.0221404093255187,-0.0386172984043342,0.0159605062071086,0.0173394236997427,0,-0.000922438493626794,-0.011238714888247,0.0106683420856052,-0.00728658550753695,0.0141935678387572
2003-11-13,-0.0145397443874825,0.000207610405768975,0.0146341503220863,0.00433298989099201,0,-0.00405499195471668,-0.0262982428940362,0.0275080913306744,-0.0130066808843757,-0.00066466655104274
2003-11-14,0.00500553392013503,0.00213383969450437,-0.0414549565813437,-0.010029494458219,0,0.00992901794524251,-0.0373703335627798,-0.00901455330843508,0.00194531231821036,0.0213803780967689
2003-11-17,-0.0537757536645904,-0.00524158531832502,0.0452206747669293,0.0477633562832524,0,0.00943065724761999,-0.140793700399999,0.0694121270470992,0.0437791020283414,-0.00687184240937749
2003-11-18,0.000907410521375682,0.00288404960403656,-8.31197618563044e-05,0.0214230474069513,0,-0.00746314971493611,0.00062138007778519,0.0186674037216737,-0.0030672177318729,-0.0135357129109583
2003-11-19,-0.00277357544959918,0.00223503210320354,-0.0111164969222119,-0.0185506522250332,0,-0.00475752088465456,0.000621427752177701,-0.00590221250793268,0.000899875666155635,0.0168324633279385
2003-11-20,-0.00864306637096257,0.00475505691144051,0.00788163762022765,0.00158841484968133,0,0.00373085647973171,-0.00473664707283799,0.0187500100313535,0.00455914725300643,-0.00151494287194413
2003-11-21,0.0100664250953951,0.0165917173011097,0.0612634769240651,-0.0151887091468882,0,0.0209807077348723,0.0433531355896325,-0.0530825003278827,0.0422025835590252,-0.0314290169245991
2003-11-24,0.0066547862579697,-0.000223970789327406,0,0.0035258173986389,0,-0.019448513865326,0.0264431688432589,-0.0019515162067274,0.010880213465254,0.00723816519173851
2003-11-25,-0.0194284709358419,-0.00145557632739738,0.0396172572956527,0.0284620305536939,0,-0.0414830295190318,-0.048257507338559,0.0845946784236897,0.00742957270870509,-0.0108325786434388
2003-11-26,0.00125939343496855,-0.0179078414669609,0.000747198050390018,-0.00280942775934341,0,-0.0023887013880635,-0.00173243676689313,-0.015045193421148,-0.00549708045906689,0.00461623028530696
2003-11-27,0.0215674207663855,-0.0189534026118047,0.0119875616891965,-0.00361022150565575,0,-0.0352265805021065,0.0524677960380527,0.0118549967788508,0.0125584841541389,0.0223908721320158
2003-11-28,0.0108211960831483,0.00366034345847373,0.00781584746720641,0.027114755175539,0,0.00429983854176287,-0.0315440709245711,-0.00812052023388833,0.00734674709103301,0.00543056651521009
2003-12-01,0.0247486600525267,-0.0330301671794968,-0.0296378351019118,-0.0189288171111043,0,0.00450017757744989,0.063370975486022,0.0274477355325628,0.0314465771909676,-0.00714223345613591
2003-12-02,0.000877047825930859,0.0179109750749988,-0.0096160733064609,0.0121062431336564,0,-0.00186325883786742,0.0163503094518547,0.0359537287181325,-0.00771003728562774,0.0474243295568037
2003-12-03,0.0123967005652139,-0.0040708649089019,0.00163198698435094,-0.00876014673449056,0,0.0156119875674316,0.0102946392845007,0.0274134621220878,-0.0193509465970202,-0.00973782888818694
2003-12-04,-0.0237854059948659,-0.023478277307493,0.00180841675220076,-0.00238519379308269,0,0.0421536248062351,0.00781088686345212,0.0146859541159397,0.00600782018610089,-0.00222387096506707
2003-12-05,-0.00922928380287162,-0.00211493674819459,0.00995601352285442,0.0138800920203974,0,-0.00239705695839948,-0.0817382272490126,0.0104846889644157,0.0286934863367063,-0.0217786508129636
2003-12-08,-0.00553168907777153,0.00264642201056886,0.0162702751232274,-0.000432733215838692,0,0.0662249780182165,-0.0047192522783468,-0.00501121178632435,-0.00206981016970937,0.00293939269830899
2003-12-09,-0.00250470660678214,-0.00381946469657529,0.00291931406063843,0.017830968917608,0,0.00825436289488395,0.000615384626875955,-0.0158928603498079,-0.01189125344115,0.0868323381585584
2003-12-10,-0.0260870091887702,0.00134139700522664,-0.0234115443706851,-0.0234803774835456,0,0.0767164811204107,0.0385530372618529,-0.0186696210717875,-0.0386298908491209,-0.00439763733776938
2003-12-11,-0.0109594619467967,-0.0137879768471287,-0.00296208533386215,-0.0099613722657466,0,0.052432675930698,0.0866846360184433,0.037940622587891,-0.0145478121397,-0.00275165823278
2003-12-12,-0.0014629392037806,0.00564347781459258,-0.0121032839607214,0.00175668390523516,0,0.0046417919968531,-0.0055496096877616,-0.0133930831154108,0.00027098062237958,0.0145684370931018
2003-12-15,-0.00579498479686016,-0.0152343163736557,-0.001451417828923,0.00787813907684922,0,0.0791385535777438,0.00178536025838184,0.00675479553967113,0.000696550141332635,0.00135839226294421
2003-12-16,0.0196467533240041,-0.0476944272439488,-0.00207142414546383,-0.00430968479469986,0,-0.00990114073958665,-0.0461447758913607,-0.0124038213055203,0.0211362289244939,-0.00186271824372405
2003-12-17,-0.0036249397803583,-0.00391891160114805,0.03010728066773,-0.0172919698921909,0,-0.00484867221589902,-0.00727243928237964,-0.00282839297760501,-0.00270025976460293,-0.0273539611201616
2003-12-18,-0.00152351839592957,0.0171593373914668,0.0102376713687095,-0.0111463785671683,0,0.00741326544541141,-0.0063465547917239,0.00783893839969281,-0.00366102307604349,-0.00142857192439694
2003-12-19,0.0039756467659535,0.000929152566455856,0.00277400548517666,-0.00461288242984689,0,-0.00711267177064497,0.0040718754790959,-0.0101778622586685,0.00133821718502541,-0.0369249784368699
2003-12-22,0.00628956251334679,-0.00132694437085959,0.00250391440714206,-0.0137082360825623,0,-0.0326426933869884,-0.0119949264230391,-0.0354959049645829,0.0025786741448281,-0.00259643586906168
2003-12-23,-0.00466876803944612,-0.0332477283480484,0.00479060667996237,0.0460072849816631,0,-0.0620398435770659,0.0944882307760619,-0.00440018699152717,0.00670343085359919,-0.00932420555705603
2003-12-24,0,0.000743913463880576,0,-0.000741427300520833,0,0.00935636900402452,-0.000240480966559627,0.00384274323932335,-0.000853730317439664,0.000894812887407914
2003-12-25,0.000578638692886376,0.0018955209936171,0.00226537229185746,0.00098795925452839,0,-0.000978368997580208,-0.0134484929588628,-0.0317318285507679,-0.0079959042721581,-0.00680843175635461
2003-12-26,0.0171834628321026,0.000789889499296807,-0.00172483559606924,-0.0124759517500181,0,0.00380013007504396,0.0246304121387632,0.0470230449121711,0.0214854438713449,-0.00193358628388818
2003-12-29,-0.00223695964116897,-0.00431784673694927,-0.0542677801192333,0.0128344947644684,0,0.0353974276018642,-0.0129141078573354,0.0136210720210516,-0.000870272027790908,-0.00299093394986531
2003-12-30,0.0030118333595169,-0.00368260190078146,0.00623668573567944,0.0017114920953176,0,0.00526254902539453,0.0115016518388155,0.0239147007548882,0.00816920949306522,0.0123065621021165
2003-12-31,0.000549210013423198,-0.0178346557558749,-0.00191476633082282,0.00311307807621091,0,0.00402902195094075,-0.00303848617068621,0.0116466522107083,-0.00464945692297426,0.0017868776639269
2004-01-01,-0.00254311586645919,-0.00777350105254972,0.0231667000647148,0.0289018145774977,0,-0.0148641592648194,-0.00196292335172431,0.0121872544930982,0.00280619716050672,-0.0252228348950958
2004-01-02,0.0493555391935144,0.0233884520959086,-0.0419121836788918,-0.0230741674279994,0,-0.0151272670235928,0.0368690237745186,0.000202755982202429,-0.0141137859491061,-0.0276083692781039
2004-01-05,-0.0246101614529593,-0.0228182530387426,0.00903838481393282,-0.00258774556135581,0,0.000187222098283281,-0.00882078431189046,-0.0408858788059434,0.0101085971205775,0.00122485529045974
2004-01-06,0.0256625323777747,-0.00215301976730316,0.018511080149263,-0.00321189600547272,0,-0.0153439413857055,0.0119374489355886,-0.101825096216317,0.00736224349868057,-0.0010171407164935
2004-01-07,-0.00323913873509265,0.010580862110873,0.042072723345654,0.00789085447029765,0,-0.0392334358679035,0.0304553255349145,0.00456269602161522,0.0086319888276584,0.00144101719819061
2004-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
